Station;010 Wedding;018 Schöneberg;027 Marienfelde;032 Grunewald;042 Neukölln;077 Buch;085 Friedrichshagen;088 Messwagen Leipziger Str.;115 Hardenbergplatz;117 Schildhornstraße;124 Mariendorfer Damm;143 Silbersteinstraße;145 Frohnau;171 Mitte;174 Frankfurter Allee;220 Karl-Marx-Straße;282 Karlshorst
Messkomponente;Stickstoffmonoxid;Stickstoffmonoxid;Stickstoffmonoxid;Stickstoffmonoxid;Stickstoffmonoxid;Stickstoffmonoxid;Stickstoffmonoxid;Stickstoffmonoxid;Stickstoffmonoxid;Stickstoffmonoxid;Stickstoffmonoxid;Stickstoffmonoxid;Stickstoffmonoxid;Stickstoffmonoxid;Stickstoffmonoxid;Stickstoffmonoxid;Stickstoffmonoxid
Einheit;µg/m³;µg/m³;µg/m³;µg/m³;µg/m³;µg/m³;µg/m³;µg/m³;µg/m³;µg/m³;µg/m³;µg/m³;µg/m³;µg/m³;µg/m³;µg/m³;µg/m³
Messzeit;Stundenwerte;Stundenwerte;Stundenwerte;Stundenwerte;Stundenwerte;Stundenwerte;Stundenwerte;Stundenwerte;Stundenwerte;Stundenwerte;Stundenwerte;Stundenwerte;Stundenwerte;Stundenwerte;Stundenwerte;Stundenwerte;Stundenwerte

06.06.2017 02:00;1;0;0;0;1;0;0;;10;2;1;18;1;0;7;5;0
06.06.2017 03:00;1;0;0;0;1;1;0;;10;1;2;8;1;0;8;4;0
06.06.2017 04:00;1;0;0;0;1;0;0;;38;3;2;8;1;0;3;6;0
06.06.2017 05:00;1;0;0;1;1;1;0;;13;19;6;13;1;0;4;4;0
06.06.2017 06:00;2;0;0;1;1;1;0;;23;48;7;56;2;1;36;12;0
06.06.2017 07:00;5;4;1;3;2;3;1;;42;130;11;152;1;3;73;23;1
06.06.2017 08:00;10;8;2;4;4;3;1;;65;68;12;148;2;5;68;28;2
06.06.2017 09:00;10;6;2;2;6;3;2;;72;69;8;96;2;6;54;30;2
06.06.2017 10:00;11;7;2;1;5;5;2;;66;76;14;111;2;5;63;45;3
06.06.2017 11:00;7;3;1;1;6;3;1;;58;64;16;95;2;6;63;53;1
06.06.2017 12:00;10;4;1;1;6;3;1;;53;64;11;79;2;6;68;52;1
06.06.2017 13:00;6;3;1;1;4;3;1;;64;42;7;71;2;6;49;41;1
06.06.2017 14:00;5;2;0;1;2;3;0;;57;32;5;60;1;2;38;29;1
06.06.2017 15:00;3;1;0;0;2;1;0;;45;49;7;71;1;2;46;55;1
06.06.2017 16:00;3;0;0;1;1;2;0;;52;41;16;103;1;3;81;70;0
06.06.2017 17:00;3;1;0;0;1;1;0;;86;47;39;129;1;2;34;67;1
06.06.2017 18:00;4;1;0;0;1;1;0;;74;28;30;68;1;3;69;81;0
06.06.2017 19:00;2;0;0;1;2;1;0;;37;38;56;58;1;2;42;97;0
06.06.2017 20:00;2;0;0;0;2;1;0;;31;33;68;39;0;3;27;60;0
06.06.2017 21:00;3;0;0;0;2;1;0;;30;26;43;40;0;2;17;45;0
06.06.2017 22:00;2;0;0;0;2;1;0;;14;17;27;25;0;1;8;27;0
06.06.2017 23:00;;0;0;0;2;0;0;;8;9;23;3;0;0;13;24;0
07.06.2017 00:00;;0;0;0;1;0;0;;11;8;29;10;0;0;13;22;0
07.06.2017 01:00;;0;0;0;1;1;0;;6;4;12;17;0;0;5;17;0
07.06.2017 02:00;;0;0;1;0;1;0;;7;3;8;11;1;0;3;15;0
07.06.2017 03:00;;0;0;1;0;0;0;;5;2;5;9;0;0;4;12;0
07.06.2017 04:00;;0;0;1;0;0;0;;7;2;4;4;1;0;2;10;0
07.06.2017 05:00;;0;0;0;0;0;0;;8;9;11;6;0;0;4;9;0
07.06.2017 06:00;;0;0;1;0;1;0;;11;28;30;26;0;0;12;19;1
07.06.2017 07:00;;2;0;1;2;2;1;;26;33;58;48;0;3;28;56;2
07.06.2017 08:00;;4;1;1;4;10;1;;34;41;63;63;0;5;39;52;3
07.06.2017 09:00;;4;1;1;4;23;1;;34;34;55;42;1;6;26;56;2
07.06.2017 10:00;;2;1;1;3;4;1;;35;25;41;43;0;5;22;45;2
07.06.2017 11:00;9;2;1;1;3;13;1;;32;26;38;45;0;8;17;50;1
07.06.2017 12:00;9;3;1;0;3;10;0;;38;28;45;32;0;8;17;43;1
07.06.2017 13:00;7;3;1;0;3;3;0;;40;32;43;64;0;10;27;64;2
07.06.2017 14:00;8;2;2;1;2;2;0;;42;22;50;63;0;3;17;38;1
07.06.2017 15:00;5;2;0;1;2;2;0;;37;24;35;54;0;5;20;37;1
07.06.2017 16:00;6;2;0;1;2;2;0;;42;22;38;62;0;5;32;52;1
07.06.2017 17:00;4;2;0;0;2;1;0;;39;28;41;54;0;6;39;41;1
07.06.2017 18:00;4;2;0;0;1;1;0;;55;23;36;52;0;7;24;56;1
07.06.2017 19:00;4;1;0;0;1;1;0;;33;26;24;56;0;6;14;42;0
07.06.2017 20:00;3;1;0;0;1;0;0;;18;24;45;36;0;9;17;63;0
07.06.2017 21:00;2;1;0;0;1;1;0;;16;15;36;35;0;6;20;49;0
07.06.2017 22:00;2;1;0;0;1;1;0;;15;12;22;20;0;1;7;27;0
07.06.2017 23:00;2;0;0;1;0;0;0;;15;6;19;14;0;2;5;23;0
08.06.2017 00:00;1;0;0;1;0;1;0;;15;8;18;19;0;1;6;23;0
08.06.2017 01:00;2;0;0;0;1;0;0;;13;5;11;11;0;2;6;20;0
08.06.2017 02:00;1;0;0;0;0;0;0;;7;2;4;10;0;0;4;13;0
08.06.2017 03:00;2;1;0;0;0;0;0;;9;2;3;12;0;0;5;11;0
08.06.2017 04:00;2;0;0;1;0;0;0;;13;2;10;10;0;0;3;8;0
08.06.2017 05:00;3;0;0;0;0;0;0;;8;15;13;13;0;0;6;6;1
08.06.2017 06:00;3;1;1;1;0;1;0;;19;35;34;44;0;1;16;20;2
08.06.2017 07:00;10;2;1;0;2;4;1;;39;50;79;69;1;2;31;61;4
08.06.2017 08:00;15;4;2;0;4;35;2;;47;57;77;64;1;5;47;49;7
08.06.2017 09:00;10;4;2;0;5;13;2;;41;46;68;50;1;11;46;47;6
08.06.2017 10:00;6;3;2;0;6;13;2;;38;41;72;51;1;7;49;46;3
08.06.2017 11:00;8;3;1;0;3;3;1;;39;;60;48;1;8;36;73;2
08.06.2017 12:00;6;2;1;0;3;3;1;;29;;54;49;1;8;33;75;2
08.06.2017 13:00;5;;1;0;3;1;1;;28;30;59;41;1;7;56;62;1
08.06.2017 14:00;5;2;1;0;2;2;1;;30;33;78;20;0;4;61;71;1
08.06.2017 15:00;6;2;1;0;2;1;1;;37;40;91;27;0;6;75;78;1
08.06.2017 16:00;5;3;1;0;2;2;1;;44;51;90;53;1;10;70;108;1
08.06.2017 17:00;;2;1;0;2;3;1;;36;45;85;92;0;6;72;82;1
08.06.2017 18:00;;1;1;0;1;9;1;;35;25;64;53;1;7;46;82;1
08.06.2017 19:00;4;2;1;0;1;1;0;;40;30;74;51;0;4;;70;1
08.06.2017 20:00;4;1;0;0;0;1;0;;63;34;71;56;0;13;;55;2
08.06.2017 21:00;2;1;0;0;0;1;0;;71;30;25;70;0;1;16;62;0
08.06.2017 22:00;2;1;0;0;0;1;0;;38;36;3;31;0;0;8;38;0
08.06.2017 23:00;2;2;0;0;0;1;0;;29;23;14;27;0;1;8;42;0
09.06.2017 00:00;2;1;0;0;0;1;0;;40;21;18;28;0;0;4;37;0
09.06.2017 01:00;2;1;1;1;0;1;0;;17;14;15;23;1;0;3;28;0
09.06.2017 02:00;1;1;0;1;0;0;0;;17;5;7;15;0;0;3;38;0
09.06.2017 03:00;1;1;0;0;0;0;0;;16;2;6;15;0;0;3;22;0
09.06.2017 04:00;1;0;0;1;0;0;0;;14;2;5;10;1;0;3;22;1
09.06.2017 05:00;1;0;0;2;2;0;0;;11;19;9;42;1;0;11;10;1
09.06.2017 06:00;2;2;0;1;3;1;0;;14;48;50;73;1;2;26;30;6
09.06.2017 07:00;6;6;0;5;4;3;0;;63;105;116;141;2;5;56;56;5
09.06.2017 08:00;10;5;1;8;6;7;1;;67;74;59;99;3;7;61;87;4
09.06.2017 09:00;9;4;1;3;6;8;5;;73;69;66;106;5;9;42;61;5
09.06.2017 10:00;11;;0;0;5;5;1;;53;51;18;59;5;12;46;57;2
09.06.2017 11:00;5;3;0;0;3;2;0;;57;44;22;50;3;8;31;49;2
09.06.2017 12:00;4;1;0;0;1;1;0;;47;43;22;50;1;7;31;51;1
09.06.2017 13:00;4;1;0;0;1;1;0;;67;42;21;70;1;5;39;170;1
09.06.2017 14:00;3;1;0;;1;1;0;;63;30;26;47;1;2;90;43;1
09.06.2017 15:00;4;1;0;;1;1;0;;74;34;23;68;1;3;83;65;1
09.06.2017 16:00;4;1;0;0;2;1;0;;70;38;21;81;0;4;78;47;1
09.06.2017 17:00;3;1;0;0;1;0;0;;83;41;15;80;0;4;45;59;1
09.06.2017 18:00;3;1;0;0;1;0;0;;61;28;25;86;0;3;17;57;1
09.06.2017 19:00;2;0;0;0;1;0;0;;75;28;24;81;1;2;12;61;1
09.06.2017 20:00;2;0;0;0;2;0;0;;13;14;19;19;0;4;12;71;0
09.06.2017 21:00;2;0;0;0;2;0;0;;7;13;24;3;0;1;11;35;1
09.06.2017 22:00;1;0;0;0;2;0;0;;5;8;19;2;0;1;8;34;0
09.06.2017 23:00;2;0;0;0;2;0;0;;10;11;24;4;0;1;14;22;0
10.06.2017 00:00;2;0;0;0;1;0;0;;14;9;26;3;0;1;9;24;0
10.06.2017 01:00;2;0;0;0;1;0;0;;8;6;16;9;1;0;7;30;1
10.06.2017 02:00;2;0;0;0;0;0;0;;5;4;13;11;1;0;7;21;0
10.06.2017 03:00;1;0;0;0;1;0;0;;6;6;10;3;0;1;9;14;1
10.06.2017 04:00;1;0;0;0;2;0;0;;5;3;8;5;0;1;5;11;1
10.06.2017 05:00;1;0;0;0;1;0;0;;4;4;14;4;0;0;9;9;1
10.06.2017 06:00;4;1;0;0;1;0;0;;8;15;16;5;1;0;3;8;1
10.06.2017 07:00;2;2;1;0;2;1;0;;6;16;23;5;1;1;8;10;1
10.06.2017 08:00;3;4;1;0;3;1;0;;10;19;49;5;1;3;15;18;2
10.06.2017 09:00;4;2;0;0;3;1;1;;10;19;33;7;1;2;17;21;2
10.06.2017 10:00;1;1;0;0;3;1;1;;12;24;47;5;1;2;15;24;2
10.06.2017 11:00;4;1;0;0;3;0;0;;10;22;39;7;1;5;16;26;2
10.06.2017 12:00;3;1;0;0;3;0;0;;12;20;49;13;1;5;14;24;2
10.06.2017 13:00;1;1;0;0;2;0;0;;15;18;49;16;1;4;18;21;2
10.06.2017 14:00;1;1;0;0;1;0;0;;25;14;44;15;1;2;17;30;1
10.06.2017 15:00;2;1;0;0;2;0;0;;16;19;41;7;1;4;10;41;1
10.06.2017 16:00;1;1;0;0;2;0;0;;20;17;38;16;1;2;13;48;1
10.06.2017 17:00;2;1;0;0;2;0;0;;13;11;36;13;1;3;5;32;1
10.06.2017 18:00;1;1;0;0;2;0;0;;15;15;44;9;1;2;16;40;1
10.06.2017 19:00;1;1;0;0;2;0;0;;14;23;36;12;1;1;13;52;1
10.06.2017 20:00;0;1;0;0;2;0;0;;17;21;47;7;1;2;7;65;1
10.06.2017 21:00;0;0;0;0;2;0;0;;14;17;47;8;0;1;6;29;1
10.06.2017 22:00;0;0;0;0;1;0;0;;7;18;40;4;0;0;2;28;1
10.06.2017 23:00;1;0;0;0;1;0;0;;20;15;23;6;0;1;2;14;1
11.06.2017 00:00;7;1;0;0;1;0;0;;35;13;32;8;0;1;5;16;1
11.06.2017 01:00;2;1;1;0;8;0;0;;24;16;29;9;0;2;18;20;1
11.06.2017 02:00;1;4;1;0;17;0;0;;13;10;27;28;0;8;36;44;2
11.06.2017 03:00;4;11;0;0;19;1;0;;17;10;28;14;0;29;35;59;2
11.06.2017 04:00;37;18;0;0;13;1;0;;36;10;28;28;0;35;32;35;3
11.06.2017 05:00;21;11;1;0;26;2;0;;23;12;22;27;0;20;22;28;6
11.06.2017 06:00;19;4;1;0;6;4;0;;47;11;17;24;1;3;14;18;9
11.06.2017 07:00;7;4;1;2;2;7;1;;27;13;16;15;3;3;8;15;9
11.06.2017 08:00;2;1;2;10;1;6;1;;21;12;10;10;11;2;6;6;3
11.06.2017 09:00;1;1;1;2;1;2;1;;21;6;8;11;4;1;4;13;1
11.06.2017 10:00;2;0;0;0;1;1;0;;24;11;10;17;0;5;3;9;1
11.06.2017 11:00;1;0;0;0;1;1;0;;34;11;14;13;0;3;6;12;1
11.06.2017 12:00;2;0;0;0;1;1;1;;29;14;16;29;0;4;4;13;1
11.06.2017 13:00;2;0;0;0;1;0;1;;23;13;28;43;0;3;6;24;1
11.06.2017 14:00;2;1;0;0;1;1;1;;26;12;29;27;0;2;9;34;1
11.06.2017 15:00;2;2;0;0;1;0;1;;8;14;31;112;0;2;10;21;1
11.06.2017 16:00;2;2;0;0;1;1;1;;23;16;32;67;0;3;10;31;1
11.06.2017 17:00;2;0;0;0;1;1;1;;47;10;14;36;0;2;10;24;1
11.06.2017 18:00;1;0;0;0;1;0;1;;62;10;13;32;0;4;7;16;1
11.06.2017 19:00;2;0;0;0;1;0;0;;42;12;13;33;0;2;6;27;1
11.06.2017 20:00;2;0;0;0;1;0;0;;28;15;23;36;0;2;5;30;1
11.06.2017 21:00;1;0;0;0;1;1;0;;35;15;20;24;0;2;3;37;1
11.06.2017 22:00;1;0;0;0;1;1;0;;44;15;8;37;0;0;3;32;1
11.06.2017 23:00;1;1;0;0;1;1;0;;37;11;23;23;0;1;4;34;1
12.06.2017 00:00;1;0;0;0;1;1;0;;21;6;11;11;0;0;1;36;1
12.06.2017 01:00;1;0;0;0;3;1;0;;22;7;32;15;0;0;11;18;1
12.06.2017 02:00;2;1;0;0;7;1;0;;21;4;17;15;0;2;12;17;1
12.06.2017 03:00;4;0;0;0;4;1;0;;15;4;7;9;0;3;8;10;1
12.06.2017 04:00;5;0;0;1;2;1;0;;28;6;7;13;0;1;6;12;1
12.06.2017 05:00;2;1;0;0;1;1;0;;14;13;11;19;1;0;5;10;1
12.06.2017 06:00;5;1;1;0;2;2;0;;15;32;36;33;0;2;18;20;3
12.06.2017 07:00;7;2;2;0;4;3;1;;18;77;103;40;1;3;58;51;4
12.06.2017 08:00;4;2;1;0;7;1;2;;20;53;105;17;1;16;43;53;4
12.06.2017 09:00;6;3;1;0;7;1;2;;19;53;93;21;1;6;56;143;4
12.06.2017 10:00;5;3;1;0;4;1;2;;18;45;71;14;1;9;48;88;3
12.06.2017 11:00;5;2;1;0;4;1;1;;25;32;62;12;1;11;70;60;3
12.06.2017 12:00;5;1;0;0;9;0;1;;16;21;62;14;1;4;41;49;2
12.06.2017 13:00;3;1;0;0;2;1;1;;13;29;44;9;1;4;43;56;1
12.06.2017 14:00;3;2;0;0;5;2;1;;21;28;53;10;1;4;51;53;1
12.06.2017 15:00;4;2;0;0;2;1;0;;14;24;53;9;1;10;48;60;2
12.06.2017 16:00;3;2;0;0;4;1;1;;15;42;59;11;1;5;62;61;1
12.06.2017 17:00;2;1;0;0;4;0;1;;18;41;57;14;1;6;78;51;1
12.06.2017 18:00;3;2;0;0;5;0;0;;17;26;48;9;1;10;102;45;1
12.06.2017 19:00;2;1;0;0;4;0;0;;14;22;35;13;1;11;71;58;0
12.06.2017 20:00;2;1;0;0;2;0;0;;10;17;30;7;1;5;23;38;0
12.06.2017 21:00;3;0;0;0;2;0;0;;10;13;25;5;0;10;17;30;0
12.06.2017 22:00;1;0;0;0;2;0;0;;6;12;22;3;0;2;13;21;0
12.06.2017 23:00;1;0;0;0;2;0;0;;4;11;13;2;0;2;8;22;0
13.06.2017 00:00;2;0;0;0;1;0;0;;3;6;13;1;0;1;9;16;0
13.06.2017 01:00;1;0;0;0;1;0;0;;5;3;6;2;0;1;5;14;1
13.06.2017 02:00;1;0;0;0;1;0;0;;1;1;5;1;0;1;3;10;0
13.06.2017 03:00;1;0;0;0;1;0;0;;1;1;4;1;0;1;4;8;0
13.06.2017 04:00;1;0;0;0;1;0;0;;2;2;5;1;0;1;3;9;1
13.06.2017 05:00;2;0;0;0;1;0;0;;4;11;7;2;0;1;8;3;0
13.06.2017 06:00;2;0;0;0;1;0;0;;7;20;28;4;0;1;18;20;1
13.06.2017 07:00;4;1;1;0;2;;0;;10;33;82;16;0;2;59;50;2
13.06.2017 08:00;3;1;1;0;3;1;0;;18;56;91;14;0;3;62;66;3
13.06.2017 09:00;3;1;1;0;4;1;1;;16;48;78;13;0;4;51;48;5
13.06.2017 10:00;3;2;1;0;7;1;0;;19;46;57;18;0;5;49;84;4
13.06.2017 11:00;4;1;1;0;5;1;1;;14;31;68;17;0;6;53;61;4
13.06.2017 12:00;4;2;1;0;3;1;0;;20;30;62;26;0;6;79;;2
13.06.2017 13:00;3;2;0;0;3;1;0;;18;38;57;;0;6;67;70;2
13.06.2017 14:00;3;2;0;0;4;1;0;;14;29;60;21;0;2;84;69;2
13.06.2017 15:00;3;2;0;0;3;3;0;;16;41;73;34;0;5;51;70;3
13.06.2017 16:00;5;2;0;0;6;1;1;;17;47;74;13;0;6;70;80;4
13.06.2017 17:00;4;1;0;0;5;1;0;;12;61;73;7;0;5;96;81;6
13.06.2017 18:00;3;1;0;0;4;1;0;;17;39;67;8;0;3;69;64;3
13.06.2017 19:00;3;1;0;0;3;1;0;;15;30;54;8;0;4;57;81;2
13.06.2017 20:00;4;1;0;0;6;1;0;;12;23;41;8;0;4;73;65;2
13.06.2017 21:00;4;0;0;0;3;1;0;;10;16;29;4;0;1;27;39;2
13.06.2017 22:00;3;0;0;0;3;1;0;;7;15;25;3;0;1;14;24;1
13.06.2017 23:00;2;0;0;0;1;1;0;;5;14;26;3;0;1;13;23;1
14.06.2017 00:00;4;0;1;0;1;1;0;;5;6;14;2;0;0;7;22;0
14.06.2017 01:00;3;0;1;0;1;1;0;;2;5;16;1;0;0;8;17;0
14.06.2017 02:00;4;0;1;0;0;1;0;;1;2;6;2;0;0;3;15;0
14.06.2017 03:00;2;0;0;0;0;0;0;;3;2;8;1;0;0;3;13;0
14.06.2017 04:00;4;0;1;0;0;0;0;;4;2;8;1;0;0;3;12;0
14.06.2017 05:00;5;0;1;0;0;1;0;;3;24;25;1;0;0;6;7;0
14.06.2017 06:00;4;0;1;0;0;1;1;;7;25;49;12;0;1;19;12;2
14.06.2017 07:00;15;3;2;0;4;3;1;;10;69;122;20;1;4;37;47;5
14.06.2017 08:00;6;5;2;0;7;2;1;;10;66;128;16;1;4;35;68;5
14.06.2017 09:00;5;5;2;0;4;2;2;;15;28;128;20;1;;29;33;5
14.06.2017 10:00;2;9;2;0;6;1;2;;17;30;90;27;1;;16;45;5
14.06.2017 11:00;3;4;1;0;10;1;1;;22;25;96;26;0;;19;23;4
14.06.2017 12:00;4;2;1;0;5;3;1;;17;21;76;21;0;8;44;23;2
14.06.2017 13:00;4;2;1;0;3;1;1;;19;30;72;21;0;6;27;41;3
14.06.2017 14:00;5;2;1;0;2;1;1;;15;12;69;18;0;3;21;32;2
14.06.2017 15:00;1;1;;0;3;1;0;;15;14;73;19;0;4;15;30;2
14.06.2017 16:00;3;0;;0;2;1;0;;17;18;72;21;0;3;11;25;1
14.06.2017 17:00;4;0;0;0;3;1;0;;14;15;62;20;0;3;24;21;2
14.06.2017 18:00;4;0;0;0;2;1;0;;15;17;73;17;0;3;22;20;1
14.06.2017 19:00;2;0;0;0;2;1;0;;18;8;65;21;0;2;10;43;1
14.06.2017 20:00;1;0;0;0;1;1;0;;12;6;56;16;0;3;8;8;1
14.06.2017 21:00;0;0;0;0;1;1;0;;12;7;51;12;0;2;5;8;0
14.06.2017 22:00;0;0;0;0;1;1;0;;8;6;37;11;0;0;2;6;1
14.06.2017 23:00;1;0;0;0;0;1;0;;16;4;18;22;0;0;3;5;0
15.06.2017 00:00;1;0;0;0;1;0;0;;21;23;30;16;0;1;1;5;0
15.06.2017 01:00;1;1;1;0;1;0;0;;17;20;18;25;0;1;12;11;0
15.06.2017 02:00;1;4;1;0;2;0;0;;40;16;10;24;0;1;6;10;1
15.06.2017 03:00;1;1;1;0;1;0;0;;24;11;9;13;0;1;12;17;4
15.06.2017 04:00;2;1;1;0;1;0;0;;22;4;8;23;0;1;5;5;6
15.06.2017 05:00;2;1;1;0;3;2;1;;21;48;18;36;;1;11;7;6
15.06.2017 06:00;7;2;1;1;6;9;2;;33;85;26;85;;4;63;7;17
15.06.2017 07:00;6;9;3;2;6;24;16;;56;128;44;149;;5;75;38;7
15.06.2017 08:00;11;14;5;6;23;15;4;;45;124;37;147;;15;54;65;8
15.06.2017 09:00;10;6;4;2;10;3;1;;66;95;97;130;;11;42;110;5
15.06.2017 10:00;11;3;1;0;3;1;1;;52;63;45;108;;7;47;66;2
15.06.2017 11:00;6;1;1;0;2;1;1;;43;38;49;103;2;5;34;70;1
15.06.2017 12:00;4;1;1;0;2;1;0;;56;34;21;88;1;5;35;63;2
15.06.2017 13:00;4;1;1;0;2;0;0;;63;34;56;99;1;3;32;59;2
15.06.2017 14:00;4;1;1;0;2;0;0;;57;31;60;68;0;4;55;50;1
15.06.2017 15:00;3;1;1;0;1;0;0;;46;27;63;94;0;5;53;34;2
15.06.2017 16:00;4;1;1;0;2;0;0;;65;66;70;101;0;3;97;58;1
15.06.2017 17:00;3;1;1;0;1;0;0;;62;47;45;131;0;7;92;108;1
15.06.2017 18:00;2;1;1;0;1;0;0;;56;37;20;88;0;3;65;72;1
15.06.2017 19:00;1;1;1;0;1;0;0;;81;40;19;97;0;3;14;79;1
15.06.2017 20:00;1;1;1;0;1;0;0;;41;36;17;95;0;2;11;65;1
15.06.2017 21:00;1;1;0;0;1;0;0;;40;12;4;82;0;2;20;31;1
15.06.2017 22:00;0;1;1;0;1;0;0;;29;11;1;47;0;1;10;18;1
15.06.2017 23:00;1;2;1;0;1;0;0;;45;8;9;47;0;1;10;11;0
16.06.2017 00:00;1;1;1;0;1;0;0;;21;6;20;58;0;1;18;11;1
16.06.2017 01:00;1;0;1;0;1;0;0;;3;3;10;2;0;0;6;13;1
16.06.2017 02:00;1;0;0;0;0;0;0;;8;1;3;9;0;0;3;7;1
16.06.2017 03:00;1;0;0;0;0;0;0;;7;1;3;7;0;0;2;12;1
16.06.2017 04:00;1;0;0;0;0;0;0;;4;2;7;2;0;0;4;11;1
16.06.2017 05:00;1;0;0;0;0;0;0;;7;12;14;5;0;0;7;5;1
16.06.2017 06:00;2;1;0;0;1;0;0;;10;27;31;22;0;1;18;16;1
16.06.2017 07:00;4;1;0;0;2;0;0;;18;36;74;15;0;1;41;37;2
16.06.2017 08:00;6;2;0;0;4;1;1;;16;50;104;16;0;3;42;53;4
16.06.2017 09:00;5;1;0;0;6;0;1;;13;43;77;20;0;3;45;50;3
16.06.2017 10:00;7;2;0;0;3;0;1;;31;38;73;19;0;4;62;86;3
16.06.2017 11:00;8;2;0;0;5;1;2;;22;33;67;17;1;7;53;72;6
16.06.2017 12:00;3;2;0;0;3;1;1;;14;32;56;15;0;3;32;50;3
16.06.2017 13:00;5;1;0;0;;0;1;;23;40;52;13;0;5;53;52;2
16.06.2017 14:00;4;1;0;1;3;1;1;;17;49;62;26;1;;34;52;3
16.06.2017 15:00;4;2;0;0;3;0;1;;19;50;68;16;0;5;51;68;2
16.06.2017 16:00;6;2;0;0;4;0;1;;14;47;77;12;0;9;77;70;2
16.06.2017 17:00;5;3;0;1;8;1;2;;32;53;92;21;1;8;107;74;3
16.06.2017 18:00;3;1;0;1;4;0;0;;30;29;60;18;0;6;66;57;1
16.06.2017 19:00;3;1;0;1;3;0;0;;14;22;42;7;0;5;36;59;2
16.06.2017 20:00;3;1;0;1;2;0;0;;10;19;31;5;0;5;16;57;1
16.06.2017 21:00;2;0;0;1;3;0;0;;6;9;26;3;0;5;17;42;1
16.06.2017 22:00;3;0;0;0;3;0;0;;5;11;19;2;0;1;13;30;1
16.06.2017 23:00;3;0;0;0;2;0;0;;5;6;15;2;0;2;14;27;0
17.06.2017 00:00;3;0;0;1;2;0;0;;5;8;16;2;0;1;12;29;0
17.06.2017 01:00;3;0;0;0;2;0;0;;4;5;14;1;0;0;7;24;0
17.06.2017 02:00;3;0;0;0;0;1;0;;3;5;7;1;0;1;8;17;1
17.06.2017 03:00;2;0;0;0;1;1;0;;3;2;8;1;0;1;6;12;1
17.06.2017 04:00;3;0;0;1;1;1;0;;3;2;6;1;0;1;5;9;1
17.06.2017 05:00;3;0;0;1;0;1;0;;2;6;6;4;0;0;4;9;1
17.06.2017 06:00;3;0;0;1;1;1;0;;3;13;11;1;0;0;7;11;1
17.06.2017 07:00;4;0;0;0;0;1;0;;3;12;16;2;0;1;11;14;1
17.06.2017 08:00;5;1;0;0;1;1;0;;4;13;18;4;0;1;11;17;1
17.06.2017 09:00;3;1;0;0;2;1;0;;6;16;22;2;0;1;7;20;1
17.06.2017 10:00;3;2;0;0;1;1;0;;5;19;31;4;0;2;9;20;2
17.06.2017 11:00;2;1;0;0;2;1;1;;7;16;28;5;0;3;10;42;2
17.06.2017 12:00;2;1;0;0;2;1;0;;9;16;33;5;0;3;10;26;2
17.06.2017 13:00;5;2;0;0;2;1;1;;9;17;39;6;0;5;12;21;2
17.06.2017 14:00;3;1;0;0;2;1;0;;9;21;39;6;0;3;12;24;2
17.06.2017 15:00;2;1;0;0;1;1;0;;12;10;36;9;0;5;10;28;2
17.06.2017 16:00;2;1;0;0;1;1;0;;9;13;31;12;0;4;4;31;1
17.06.2017 17:00;2;1;0;0;2;1;0;;13;14;34;6;0;2;6;38;2
17.06.2017 18:00;1;1;0;0;1;1;0;;8;10;25;8;0;2;3;34;1
17.06.2017 19:00;1;0;0;0;1;1;0;;11;6;29;7;0;2;2;27;2
17.06.2017 20:00;1;0;0;0;2;1;0;;8;3;32;6;0;3;2;12;1
17.06.2017 21:00;0;0;0;0;2;1;0;;3;3;24;4;0;2;2;7;1
17.06.2017 22:00;1;0;0;0;2;1;0;;9;6;26;6;0;1;2;11;1
17.06.2017 23:00;2;0;0;0;1;1;0;;7;20;23;6;0;3;2;11;1
18.06.2017 00:00;1;0;0;0;1;1;0;;13;23;30;4;0;1;2;9;1
18.06.2017 01:00;1;0;0;0;0;1;0;;8;30;43;5;0;1;2;18;1
18.06.2017 02:00;2;0;0;0;2;1;0;;4;6;31;12;0;1;8;44;2
18.06.2017 03:00;1;0;0;0;1;1;0;;1;6;23;5;0;0;5;30;3
18.06.2017 04:00;1;0;0;0;1;1;0;;2;4;21;4;0;0;4;20;5
18.06.2017 05:00;2;0;1;1;1;1;0;;6;6;17;9;0;0;5;14;4
18.06.2017 06:00;2;0;1;1;3;3;2;;13;9;14;10;0;2;15;20;7
18.06.2017 07:00;4;1;3;1;3;4;4;;8;9;16;6;0;2;11;12;7
18.06.2017 08:00;9;6;2;0;2;3;3;;6;11;23;12;1;4;9;13;2
18.06.2017 09:00;7;3;1;0;2;2;2;;6;10;24;7;1;4;6;12;3
18.06.2017 10:00;6;0;0;0;2;1;1;;2;19;19;7;1;4;13;14;1
18.06.2017 11:00;4;0;0;0;1;1;0;;1;12;21;4;0;7;6;20;1
18.06.2017 12:00;4;0;1;0;2;1;0;;2;9;22;6;0;3;8;23;1
18.06.2017 13:00;4;0;0;0;1;1;0;;8;12;25;6;0;6;8;22;1
18.06.2017 14:00;3;0;0;0;1;1;0;;13;8;25;9;0;2;8;23;1
18.06.2017 15:00;3;0;0;0;1;1;0;;11;7;33;13;0;3;6;9;1
18.06.2017 16:00;2;1;0;0;1;1;0;;11;8;22;8;0;5;7;11;1
18.06.2017 17:00;2;1;0;0;1;1;0;;15;8;23;10;0;4;6;8;1
